risk_id,stock_code,company_name,risk_category,risk_flag,risk_description,source_id,severity,human_review_required,mitigation_or_next_step
RISK-12609,08049.HK,吉林长龙药业,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12610,08049.HK,吉林长龙药业,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12611,08049.HK,吉林长龙药业,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12612,08049.HK,吉林长龙药业,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12613,08060.HK,国联通信,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12614,08060.HK,国联通信,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12615,08060.HK,国联通信,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12616,08060.HK,国联通信,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12617,08060.HK,国联通信,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12618,08060.HK,国联通信,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12619,08060.HK,国联通信,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12620,08065.HK,高萌科技,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12621,08065.HK,高萌科技,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12622,08065.HK,高萌科技,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12623,08065.HK,高萌科技,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12624,08065.HK,高萌科技,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12625,08065.HK,高萌科技,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12626,08065.HK,高萌科技,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12627,08069.HK,飞道旅游科技－新,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12628,08069.HK,飞道旅游科技－新,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12629,08069.HK,飞道旅游科技－新,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12630,08069.HK,飞道旅游科技－新,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12631,08069.HK,飞道旅游科技－新,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12632,08069.HK,飞道旅游科技－新,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12633,08069.HK,飞道旅游科技－新,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12634,08081.HK,白居易控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12635,08081.HK,白居易控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12636,08081.HK,白居易控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12637,08081.HK,白居易控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12638,08081.HK,白居易控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12639,08081.HK,白居易控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12640,08081.HK,白居易控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12641,08095.HK,北大青鸟环宇,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12642,08095.HK,北大青鸟环宇,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12643,08095.HK,北大青鸟环宇,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12644,08095.HK,北大青鸟环宇,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12645,08095.HK,北大青鸟环宇,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12646,08095.HK,北大青鸟环宇,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12647,08095.HK,北大青鸟环宇,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12648,08098.HK,昌利控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12649,08098.HK,昌利控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12650,08098.HK,昌利控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12651,08098.HK,昌利控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12652,08098.HK,昌利控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12653,08098.HK,昌利控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12654,08098.HK,昌利控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12655,08113.HK,时腾科技,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12656,08113.HK,时腾科技,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12657,08113.HK,时腾科技,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12658,08113.HK,时腾科技,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12659,08113.HK,时腾科技,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12660,08113.HK,时腾科技,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12661,08113.HK,时腾科技,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12662,08121.HK,国恩控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12663,08121.HK,国恩控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12664,08121.HK,国恩控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12665,08121.HK,国恩控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12666,08121.HK,国恩控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12667,08121.HK,国恩控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12668,08121.HK,国恩控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12669,08128.HK,中国恒有源集团,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12670,08128.HK,中国恒有源集团,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12671,08128.HK,中国恒有源集团,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12672,08128.HK,中国恒有源集团,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12673,08128.HK,中国恒有源集团,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12674,08128.HK,中国恒有源集团,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12675,08128.HK,中国恒有源集团,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12676,08133.HK,吉盛集团控股,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12677,08133.HK,吉盛集团控股,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12678,08133.HK,吉盛集团控股,litigation_risk,unknown,Candidate DD scaffold flagged litigation_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12679,08133.HK,吉盛集团控股,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12680,08133.HK,吉盛集团控股,audit_risk,unknown,Candidate DD scaffold flagged audit_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12681,08133.HK,吉盛集团控股,convertible_bond_risk,unknown,Candidate DD scaffold flagged convertible_bond_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12682,08133.HK,吉盛集团控股,rto_risk,unknown,Candidate DD scaffold flagged rto_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12683,08136.HK,英马斯集团,public_float_risk,unknown,Candidate DD scaffold flagged public_float_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12684,08136.HK,英马斯集团,debt_risk,unknown,Candidate DD scaffold flagged debt_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12685,08136.HK,英马斯集团,litigation_risk,body-text keyword signal present (1 hit group(s)); requires analyst confirmation,Candidate DD scaffold flagged litigation_risk: body-text keyword signal present (1 hit group(s)); requires analyst confirmation.,DD_SCAFFOLD,low,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12686,08136.HK,英马斯集团,regulatory_risk,unknown,Candidate DD scaffold flagged regulatory_risk: unknown.,DD_SCAFFOLD,medium,No,Document as non-blocking scaffold risk unless elevated during DD.
RISK-12687,08136.HK,英马斯集团,audit_risk,body-text keyword signal present (1 hit group(s)); requires analyst confirmation,Candidate DD scaffold flagged audit_risk: body-text keyword signal present (1 hit group(s)); requires analyst confirmation.,DD_SCAFFOLD,low,No,Document as non-blocking scaffold risk unless elevated during DD.
